Day,Paikka,Rata_nro,arvo1,arvo2,arvo3,Voitto,Luku,V_summa 
9/30/2020,1,4,"0,77","0,60","0,87",1,11,
9/30/2020,1,5,"0,41","0,15","0,27", ,4,
9/30/2020,1,6,"0,83","0,59","0,96", ,11,
9/30/2020,1,7,"0,41","0,18","0,25", ,4,
9/30/2020,1,8,"0,15","0,03","0,25", ,1,
9/30/2020,1,9,"0,59","0,26","0,34", ,3,
9/30/2020,1,10,"0,00","0,00","0,00", ,0,
9/30/2020,1,11,"0,33","0,22","0,39", ,6,
9/30/2020,1,12,"0,14","0,15","0,18", ,1,
9/30/2020,1,13,"0,00","0,00","0,00", ,0,
9/30/2020,1,14,"0,00","0,00","0,00", ,0,
9/30/2020,1,15,"0,00","0,00","0,00", ,0,
9/30/2020,1,16,"0,00","0,00","0,00", ,0,
9/30/2020,1,1,"0,00","0,00","0,00", ,0,
9/30/2020,1,2,"0,00","0,00","0,00", ,0,
9/30/2020,1,3,"0,00","0,00","0,00", ,0,
9/30/2020,1,4,"0,00","0,00","0,00", ,0,
9/30/2020,1,5,"0,00","0,00","0,00", ,0,
9/30/2020,1,6,"0,00","0,00","0,00", ,0,
9/30/2020,1,7,"0,00","0,00","0,00", ,0,
9/30/2020,1,8,"0,00","0,00","0,00", ,0,
9/30/2020,1,9,"0,00","0,00","0,00", ,0,
9/30/2020,1,10,"0,00","0,00","0,00", ,0,
9/30/2020,1,11,"0,00","0,00","0,00", ,0,
9/30/2020,1,12,"0,00","0,00","0,00", ,0,
9/30/2020,1,13,"0,00","0,00","0,00", ,0,
9/30/2020,1,14,"0,00","0,00","0,00", ,0,
9/30/2020,1,15,"0,00","0,00","0,00", ,0,
9/30/2020,1,16,"0,00","0,00","0,00", ,0,"39,20"
10/7/2020,1,1,"0,00","0,00","0,00", ,0,
10/7/2020,1,2,"0,31","0,16","0,42", ,6,
10/7/2020,1,3,"0,00","0,00","0,00", ,0,
10/7/2020,1,4,"0,14","0,27","0,24", ,1,
10/7/2020,1,5,"0,14","0,16","0,24", ,1,
10/7/2020,1,6,"0,00","0,00","0,00", ,0,
10/7/2020,1,7,"0,00","0,00","0,00", ,0,
10/7/2020,1,8,"0,00","0,00","0,00", ,0,
10/7/2020,1,9,"0,26","0,27","0,31", ,1,
10/7/2020,1,10,"0,00","0,00","0,00", ,0,
10/7/2020,1,11,"0,82","0,57","0,87",1,11,
10/7/2020,1,12,"0,27","0,19","0,31", ,3,
10/7/2020,1,13,"0,48","0,29","0,49", ,6,
10/7/2020,1,14,"0,90","0,57","0,95", ,11,
10/7/2020,1,15,"0,32","0,32","0,33", ,6,
10/7/2020,1,16,"0,23","0,27","0,29", ,3,
10/7/2020,1,1,"0,00","0,00","0,00", ,0,
10/7/2020,1,2,"0,00","0,00","0,00", ,0,
10/7/2020,1,3,"0,57","0,29","0,51", ,4,
10/7/2020,1,4,"0,48","0,21","0,43", ,7,
10/7/2020,1,5,"0,21","0,06","0,31",1,10,
10/7/2020,1,6,"0,00","0,00","0,00", ,0,
10/7/2020,1,7,"0,47","0,21","0,38", ,5,
10/7/2020,1,8,"0,26","0,14","0,31", ,1,
10/7/2020,1,9,"0,69","0,24","0,68", ,9,
10/7/2020,1,10,"0,00","0,00","0,00", ,0,
10/7/2020,1,11,"0,60","0,16","0,49", ,4,
10/7/2020,1,12,"0,57","0,36","0,51", ,8,
10/7/2020,1,13,"0,37","0,08","0,22", ,4,
10/7/2020,1,14,"0,11","0,08","0,11", ,1,
10/7/2020,1,15,"0,00","0,00","0,00", ,0,
10/7/2020,1,16,"0,52","0,08","0,12", ,2,
10/7/2020,1,1,"0,00","0,00","0,00", ,0,
10/7/2020,1,2,"0,48","0,35","0,51",1,7,
10/7/2020,1,3,"0,00","0,00","0,00", ,0,
10/7/2020,1,4,"0,49","0,22","0,44", ,3,
10/7/2020,1,5,"0,38","0,22","0,43", ,5,
10/7/2020,1,6,"0,58","0,19","0,54", ,5,
10/7/2020,1,7,"0,17","0,03","0,34", ,1,
10/7/2020,1,8,"0,61","0,34","0,68", ,9,
10/7/2020,1,9,"0,00","0,00","0,00", ,0,
10/7/2020,1,10,"0,00","0,00","0,00", ,0,
10/7/2020,1,11,"0,00","0,00","0,00", ,0,
10/7/2020,1,12,"0,00","0,00","0,00", ,0,
10/7/2020,1,13,"0,00","0,00","0,00", ,0,
10/7/2020,1,14,"0,00","0,00","0,00", ,0,
10/7/2020,1,15,"0,00","0,00","0,00", ,0,
10/7/2020,1,16,"0,00","0,00","0,00", ,0,
10/7/2020,1,1,"0,71","0,03","0,30", ,1,
10/7/2020,1,2,"0,80","0,26","0,34", ,1,
10/7/2020,1,3,"0,10","0,07","0,32", ,5,
10/7/2020,1,4,"0,39","0,20","0,36", ,7,
10/7/2020,1,5,"0,34","0,14","0,25", ,3,
10/7/2020,1,6,"0,87","0,63","1,05",1,11,
10/7/2020,1,7,"0,00","0,00","0,00", ,0,
10/7/2020,1,8,"0,00","0,00","0,00", ,0,
10/7/2020,1,9,"0,58","0,26","0,48", ,6,
10/7/2020,1,10,"0,00","0,00","0,00", ,0,
10/7/2020,1,11,"0,36","0,23","0,61", ,5,
10/7/2020,1,12,"0,82","0,21","0,34", ,1,
10/7/2020,1,13,"0,00","0,00","0,00", ,0,
10/7/2020,1,14,"0,00","0,00","0,00", ,0,
10/7/2020,1,15,"0,00","0,00","0,00", ,0,
10/7/2020,1,16,"0,00","0,00","0,00", ,0,
10/7/2020,1,1,"0,00","0,00","0,00", ,0,
10/7/2020,1,2,"0,00","0,00","0,00", ,0,
10/7/2020,1,3,"0,00","0,00","0,00", ,0,
10/7/2020,1,4,"0,00","0,00","0,00", ,0,
10/7/2020,1,5,"0,00","0,00","0,00", ,0,
10/7/2020,1,6,"0,00","0,00","0,00", ,0,
10/7/2020,1,7,"0,00","0,00","0,00", ,0,
10/7/2020,1,8,"0,00","0,00","0,00", ,0,
10/7/2020,1,9,"0,00","0,00","0,00", ,0,
10/7/2020,1,10,"0,00","0,00","0,00", ,0,
10/7/2020,1,11,"0,00","0,00","0,00", ,0,
10/7/2020,1,12,"0,00","0,00","0,00", ,0,
10/7/2020,1,13,"0,00","0,00","0,00", ,0,
10/7/2020,1,14,"0,00","0,00","0,00", ,0,
10/7/2020,1,15,"0,00","0,00","0,00", ,0,
10/7/2020,1,16,"0,00","0,00","0,00", ,0,"8,46"
10/14/2020,1,1,"0,52","0,04","0,65", ,8,
10/14/2020,1,2,"0,49","0,06","0,33", ,8,
10/14/2020,1,3,"0,52","0,26","0,51", ,3,
10/14/2020,1,4,"0,00","0,14","0,47", ,0,
10/14/2020,1,5,"0,00","0,22","0,47", ,0,
10/14/2020,1,6,"0,00","0,22","0,67", ,0,
10/14/2020,1,7,"0,36","0,03","0,10", ,7,
10/14/2020,1,8,"0,52","0,00","0,00",1,8,
10/14/2020,1,9,"0,00","0,23","0,58", ,0,
10/14/2020,1,10,"0,00","0,69","0,95", ,0,
10/14/2020,1,11,"0,16","0,15","0,32", ,2,
10/14/2020,1,12,"0,00","0,00","0,00", ,0,
10/14/2020,1,13,"0,87","0,00","0,00", ,11,
10/14/2020,1,14,"0,24","0,00","0,00", ,2,
10/14/2020,1,15,"0,00","0,00","0,00", ,0,
10/14/2020,1,16,"0,00","0,00","0,00", ,0,
10/14/2020,1,1,"0,53","0,02","0,45", ,5,
10/14/2020,1,2,"0,62","0,06","0,33", ,2,
10/14/2020,1,3,"0,50","0,26","0,51", ,10,
10/14/2020,1,4,"0,51","0,14","0,47", ,4,
10/14/2020,1,5,"0,38","0,22","0,47", ,7,
10/14/2020,1,6,"0,65","0,22","0,67", ,9,
10/14/2020,1,7,"0,03","0,03","0,10", ,1,
10/14/2020,1,8,"0,00","0,00","0,00", ,0,
10/14/2020,1,9,"0,67","0,23","0,58", ,6,
10/14/2020,1,10,"0,88","0,69","0,95",1,11,
10/14/2020,1,11,"0,27","0,15","0,32", ,1,
10/14/2020,1,12,"0,00","0,00","0,00", ,0,
10/14/2020,1,13,"0,00","0,00","0,00", ,0,
10/14/2020,1,14,"0,00","0,00","0,00", ,0,
10/14/2020,1,15,"0,00","0,00","0,00", ,0,
10/14/2020,1,16,"0,00","0,00","0,00", ,0,
10/14/2020,1,1,"0,75","0,01","0,27", ,2,
10/14/2020,1,2,"0,43","0,23","0,52",1,8,
10/14/2020,1,3,"0,48","0,20","0,52", ,8,
10/14/2020,1,4,"0,78","0,63","0,94", ,11,
10/14/2020,1,5,"0,47","0,15","0,27", ,4,
10/14/2020,1,6,"0,65","0,20","0,43", ,4,
10/14/2020,1,7,"0,00","0,00","0,00", ,0,
10/14/2020,1,8,"0,00","0,00","0,00", ,0,
10/14/2020,1,9,"0,00","0,00","0,00", ,0,
10/14/2020,1,10,"0,75","0,05","0,47", ,2,
10/14/2020,1,11,"0,62","0,32","0,60", ,9,
10/14/2020,1,12,"0,00","0,00","0,00", ,0,
10/14/2020,1,13,"0,00","0,00","0,00", ,0,
10/14/2020,1,14,"0,00","0,00","0,00", ,0,
10/14/2020,1,15,"0,00","0,00","0,00", ,0,
10/14/2020,1,16,"0,00","0,00","0,00", ,0,
10/14/2020,1,1,"0,24","0,07","0,35", ,11,
10/14/2020,1,2,"0,00","0,00","0,00", ,0,
10/14/2020,1,3,"0,45","0,19","0,27", ,3,
10/14/2020,1,4,"0,43","0,22","0,54",1,7,
10/14/2020,1,5,"0,26","0,21","0,39", ,6,
10/14/2020,1,6,"0,00","0,00","0,00", ,0,
10/14/2020,1,7,"0,45","0,20","0,36", ,3,
10/14/2020,1,8,"0,57","0,22","0,38", ,3,
10/14/2020,1,9,"0,00","0,00","0,00", ,0,
10/14/2020,1,10,"0,58","0,19","0,36", ,3,
10/14/2020,1,11,"0,00","0,00","0,00", ,0,
10/14/2020,1,12,"0,00","0,00","0,00", ,0,
10/14/2020,1,13,"0,35","0,27","0,41", ,6,
10/14/2020,1,14,"0,00","0,00","0,00", ,0,
10/14/2020,1,15,"0,41","0,19","0,32", ,5,
10/14/2020,1,16,"0,46","0,19","0,39", ,4,
10/14/2020,1,1,"0,00","0,00","0,00", ,0,
10/14/2020,1,2,"0,00","0,00","0,00", ,0,
10/14/2020,1,3,"0,00","0,00","0,00", ,0,
10/14/2020,1,4,"0,00","0,00","0,00", ,0,
10/14/2020,1,5,"0,00","0,00","0,00", ,0,
10/14/2020,1,6,"0,00","0,00","0,00", ,0,
10/14/2020,1,7,"0,00","0,00","0,00", ,0,
10/14/2020,1,8,"0,00","0,00","0,00", ,0,
10/14/2020,1,9,"0,00","0,00","0,00", ,0,
10/14/2020,1,10,"0,00","0,00","0,00", ,0,
10/14/2020,1,11,"0,00","0,00","0,00", ,0,
10/14/2020,1,12,"0,00","0,00","0,00", ,0,
10/14/2020,1,13,"0,00","0,00","0,00", ,0,
10/14/2020,1,14,"0,00","0,00","0,00", ,0,
10/14/2020,1,15,"0,00","0,00","0,00", ,0,
10/14/2020,1,16,"0,00","0,00","0,00", ,0,"104,58"
10/21/2020,1,1,"0,00","0,00","0,00", ,0,
10/21/2020,1,2,"0,42","0,28","0,57", ,10,
10/21/2020,1,3,"0,64","0,33","0,53", ,5,
10/21/2020,1,4,"0,77","0,61","0,92",1,11,
10/21/2020,1,5,"0,55","0,21","0,63", ,9,
10/21/2020,1,6,"0,97","0,30","0,56", ,2,
10/21/2020,1,7,"0,58","0,08","0,15", ,2,
10/21/2020,1,8,"0,15","0,03","0,20", ,1,
10/21/2020,1,9,"0,46","0,31","0,57", ,4,
10/21/2020,1,10,"0,48","0,24","0,55", ,5,
10/21/2020,1,11,"0,54","0,34","0,59", ,5,
10/21/2020,1,12,"0,39","0,24","0,43", ,4,
10/21/2020,1,13,"0,00","0,00","0,00", ,0,
10/21/2020,1,14,"0,00","0,00","0,00", ,0,
10/21/2020,1,15,"0,00","0,00","0,00", ,0,
10/21/2020,1,16,"0,00","0,00","0,00", ,0,
10/21/2020,1,1,"0,65","0,03","0,55", ,1,
10/21/2020,1,2,"0,39","0,06","0,14", ,1,
10/21/2020,1,3,"0,39","0,22","0,46", ,6,
10/21/2020,1,4,"0,48","0,31","0,44", ,2,
10/21/2020,1,5,"0,36","0,25","0,51", ,9,
10/21/2020,1,6,"0,00","0,00","0,00", ,0,
10/21/2020,1,7,"0,65","0,29","0,46", ,1,
10/21/2020,1,8,"0,00","0,00","0,00", ,0,
10/21/2020,1,9,"0,00","0,00","0,00", ,0,
10/21/2020,1,10,"0,78","0,28","0,49", ,1,
10/21/2020,1,11,"0,86","0,67","0,91",1,11,
10/21/2020,1,12,"0,50","0,09","0,25", ,1,
10/21/2020,1,13,"0,00","0,00","0,00", ,0,
10/21/2020,1,14,"0,00","0,00","0,00", ,0,
10/21/2020,1,15,"0,00","0,00","0,00", ,0,
10/21/2020,1,16,"0,00","0,00","0,00", ,0,
10/21/2020,1,1,"0,47","0,09","0,58", ,6,
10/21/2020,1,2,"0,67","0,32","0,45", ,2,
10/21/2020,1,3,"0,40","0,28","0,50", ,6,
10/21/2020,1,4,"0,29","0,38","0,39", ,1,
10/21/2020,1,5,"0,39","0,24","0,53", ,6,
10/21/2020,1,6,"0,00","0,00","0,00", ,0,
10/21/2020,1,7,"0,29","0,29","0,36", ,1,
10/21/2020,1,8,"0,72","0,35","0,78", ,5,
10/21/2020,1,9,"0,96","0,84","0,74",1,11,
10/21/2020,1,10,"0,00","0,00","0,00", ,0,
10/21/2020,1,11,"0,00","0,00","0,00", ,0,
10/21/2020,1,12,"0,00","0,00","0,00", ,0,
10/21/2020,1,13,"0,00","0,00","0,00", ,0,
10/21/2020,1,14,"0,00","0,00","0,00", ,0,
10/21/2020,1,15,"0,00","0,00","0,00", ,0,
10/21/2020,1,16,"0,00","0,00","0,00", ,0,
10/21/2020,1,1,"0,59","0,14","0,58",1,9,
10/21/2020,1,2,"0,29","0,32","0,40", ,1,
10/21/2020,1,3,"0,51","0,22","0,56", ,9,
10/21/2020,1,4,"0,69","0,28","0,69", ,5,
10/21/2020,1,5,"0,93","0,29","0,39", ,2,
10/21/2020,1,6,"0,73","0,21","0,65", ,6,
10/21/2020,1,7,"0,72","0,34","0,38", ,3,
10/21/2020,1,8,"0,00","0,00","0,00", ,0,
10/21/2020,1,9,"0,48","0,05","0,43", ,10,
10/21/2020,1,10,"0,66","0,30","0,62", ,10,
10/21/2020,1,11,"0,78","0,25","0,46", ,3,
10/21/2020,1,12,"0,54","0,35","0,44", ,8,
10/21/2020,1,13,"0,00","0,00","0,00", ,0,
10/21/2020,1,14,"0,00","0,00","0,00", ,0,
10/21/2020,1,15,"0,00","0,00","0,00", ,0,
10/21/2020,1,16,"0,00","0,00","0,00", ,0,
10/21/2020,1,1,"0,00","0,00","0,00", ,0,
10/21/2020,1,2,"0,00","0,00","0,00", ,0,
10/21/2020,1,3,"0,00","0,00","0,00", ,0,
10/21/2020,1,4,"0,00","0,00","0,00", ,0,
10/21/2020,1,5,"0,00","0,00","0,00", ,0,
10/21/2020,1,6,"0,00","0,00","0,00", ,0,
10/21/2020,1,7,"0,00","0,00","0,00", ,0,
10/21/2020,1,8,"0,00","0,00","0,00", ,0,
10/21/2020,1,9,"0,00","0,00","0,00", ,0,
10/21/2020,1,10,"0,00","0,00","0,00", ,0,
10/21/2020,1,11,"0,00","0,00","0,00", ,0,
10/21/2020,1,12,"0,00","0,00","0,00", ,0,
10/21/2020,1,13,"0,00","0,00","0,00", ,0,
10/21/2020,1,14,"0,00","0,00","0,00", ,0,
10/21/2020,1,15,"0,00","0,00","0,00", ,0,
10/21/2020,1,16,"0,00","0,00","0,00", ,0,"16,83"
10/28/2020,1,1,"0,26","0,03","0,37", ,1,
10/28/2020,1,2,"0,54","0,41","0,54", ,7,
10/28/2020,1,3,"0,00","0,00","0,00", ,0,
10/28/2020,1,4,"0,26","0,40","0,47", ,1,
10/28/2020,1,5,"0,56","0,26","0,65",1,7,
10/28/2020,1,6,"0,00","0,00","0,00", ,0,
10/28/2020,1,7,"0,00","0,00","0,00", ,0,
10/28/2020,1,8,"0,54","0,26","0,69", ,6,
10/28/2020,1,9,"0,38","0,40","0,49", ,1,
10/28/2020,1,10,"0,80","0,58","0,87", ,11,
10/28/2020,1,11,"0,59","0,38","0,64", ,6,
10/28/2020,1,12,"0,00","0,00","0,00", ,0,
10/28/2020,1,13,"0,00","0,00","0,00", ,0,
10/28/2020,1,14,"0,00","0,00","0,00", ,0,
10/28/2020,1,15,"0,00","0,00","0,00", ,0,
10/28/2020,1,16,"0,00","0,00","0,00", ,0,
10/28/2020,1,1,"0,61","0,33","0,68", ,9,
10/28/2020,1,2,"0,72","0,57","0,88", ,11,
10/28/2020,1,3,"0,00","0,00","0,00", ,0,
10/28/2020,1,4,"0,49","0,29","0,65", ,7,
10/28/2020,1,5,"0,00","0,00","0,00", ,0,
10/28/2020,1,6,"0,88","0,58","1,11", ,11,
10/28/2020,1,7,"0,65","0,31","0,36", ,3,
10/28/2020,1,8,"0,77","0,29","0,46", ,3,
10/28/2020,1,9,"0,43","0,43","0,54", ,1,
10/28/2020,1,10,"0,63","0,22","0,52", ,6,
10/28/2020,1,11,"0,00","0,00","0,00", ,0,
10/28/2020,1,12,"0,71","0,33","0,57",1,6,
10/28/2020,1,13,"0,00","0,00","0,00", ,0,
10/28/2020,1,14,"0,00","0,00","0,00", ,0,
10/28/2020,1,15,"0,00","0,00","0,00", ,0,
10/28/2020,1,16,"0,00","0,00","0,00", ,0,
10/28/2020,1,1,"0,00","0,07","0,44", ,3,
10/28/2020,1,2,"0,00","0,42","0,57", ,7,
10/28/2020,1,3,"0,00","0,41","0,44", ,2,
10/28/2020,1,4,"0,00","0,38","0,71",1,10,
10/28/2020,1,5,"0,00","0,00","0,00", ,0,
10/28/2020,1,6,"0,00","0,33","0,73", ,8,
10/28/2020,1,7,"0,00","0,34","0,63", ,8,
10/28/2020,1,8,"0,00","0,41","0,55", ,2,
10/28/2020,1,9,"0,00","0,50","1,03", ,11,
10/28/2020,1,10,"0,00","0,00","0,00", ,0,
10/28/2020,1,11,"0,00","0,29","0,33", ,4,
10/28/2020,1,12,"0,00","0,00","0,00", ,0,
10/28/2020,1,13,"0,00","0,00","0,00", ,0,
10/28/2020,1,14,"0,00","0,00","0,00", ,0,
10/28/2020,1,15,"0,00","0,00","0,00", ,0,
10/28/2020,1,16,"0,00","0,00","0,00", ,0,
10/28/2020,1,1,"0,58","0,33","0,77", ,9,
10/28/2020,1,2,"0,73","0,62","0,84",1,11,
10/28/2020,1,3,"0,61","0,37","0,46", ,3,
10/28/2020,1,4,"0,00","0,00","0,00", ,0,
10/28/2020,1,5,"0,00","0,00","0,00", ,0,
10/28/2020,1,6,"0,40","0,26","0,52", ,1,
10/28/2020,1,7,"0,49","0,33","0,50", ,8,
10/28/2020,1,8,"0,70","0,26","0,61", ,4,
10/28/2020,1,9,"0,49","0,26","0,74", ,7,
10/28/2020,1,10,"0,62","0,23","0,53", ,6,
10/28/2020,1,11,"0,73","0,29","0,59", ,3,
10/28/2020,1,12,"0,00","0,00","0,00", ,0,
10/28/2020,1,13,"0,00","0,00","0,00", ,0,
10/28/2020,1,14,"0,00","0,00","0,00", ,0,
10/28/2020,1,15,"0,00","0,00","0,00", ,0,
10/28/2020,1,16,"0,00","0,00","0,00", ,0,
10/28/2020,1,1,"0,00","0,00","0,00", ,0,
10/28/2020,1,2,"0,00","0,00","0,00", ,0,
10/28/2020,1,3,"0,00","0,00","0,00", ,0,
10/28/2020,1,4,"0,00","0,00","0,00", ,0,
10/28/2020,1,5,"0,00","0,00","0,00", ,0,
10/28/2020,1,6,"0,00","0,00","0,00", ,0,
10/28/2020,1,7,"0,00","0,00","0,00", ,0,
10/28/2020,1,8,"0,00","0,00","0,00", ,0,
10/28/2020,1,9,"0,00","0,00","0,00", ,0,
10/28/2020,1,10,"0,00","0,00","0,00", ,0,
10/28/2020,1,11,"0,00","0,00","0,00", ,0,
10/28/2020,1,12,"0,00","0,00","0,00", ,0,
10/28/2020,1,13,"0,00","0,00","0,00", ,0,
10/28/2020,1,14,"0,00","0,00","0,00", ,0,
10/28/2020,1,15,"0,00","0,00","0,00", ,0,
10/28/2020,1,16,"0,00","0,00","0,00", ,0,"125,37"
11/4/2020,1,1,"0,60","0,11","0,57", ,4,
11/4/2020,1,2,"0,00","0,00","0,00", ,0,
11/4/2020,1,3,"0,00","0,00","0,00", ,0,
11/4/2020,1,4,"0,52","0,35","0,67", ,6,
11/4/2020,1,5,"0,55","0,19","0,65", ,9,
11/4/2020,1,6,"0,74","0,38","0,68",1,4,
11/4/2020,1,7,"0,63","0,26","0,72", ,7,
11/4/2020,1,8,"0,38","0,26","0,44", ,1,
11/4/2020,1,9,"0,28","0,09","0,38", ,3,
11/4/2020,1,10,"0,39","0,26","0,46", ,1,
11/4/2020,1,11,"0,78","0,56","0,91", ,11,
11/4/2020,1,12,"0,00","0,00","0,00", ,0,
11/4/2020,1,13,"0,00","0,00","0,00", ,0,
11/4/2020,1,14,"0,00","0,00","0,00", ,0,
11/4/2020,1,15,"0,00","0,00","0,00", ,0,
11/4/2020,1,16,"0,00","0,00","0,00", ,0,
11/4/2020,1,1,"0,00","0,17","0,65", ,10,
11/4/2020,1,2,"0,00","0,00","0,00", ,0,
11/4/2020,1,3,"0,00","0,40","0,54", ,5,
11/4/2020,1,4,"0,00","0,44","0,69",1,8,
11/4/2020,1,5,"0,00","0,03","0,11", ,1,
11/4/2020,1,6,"0,00","0,30","0,55", ,3,
11/4/2020,1,7,"0,00","0,37","0,75", ,6,
11/4/2020,1,8,"0,00","0,35","0,76", ,10,
11/4/2020,1,9,"0,00","0,28","0,57", ,4,
11/4/2020,1,10,"0,00","0,00","0,00", ,0,
11/4/2020,1,11,"0,00","0,49","0,85", ,9,
11/4/2020,1,12,"0,00","0,52","0,86", ,11,
11/4/2020,1,13,"0,00","0,00","0,00", ,0,
11/4/2020,1,14,"0,00","0,00","0,00", ,0,
11/4/2020,1,15,"0,00","0,00","0,00", ,0,
11/4/2020,1,16,"0,00","0,00","0,00", ,0,
11/4/2020,1,1,"0,74","0,10","0,60", ,7,
11/4/2020,1,2,"0,76","0,58","0,83", ,9,
11/4/2020,1,3,"0,00","0,00","0,00", ,0,
11/4/2020,1,4,"0,64","0,45","0,66", ,9,
11/4/2020,1,5,"0,87","0,28","0,58", ,4,
11/4/2020,1,6,"1,27","0,27","0,49", ,2,
11/4/2020,1,7,"0,93","0,49","0,98",1,11,
11/4/2020,1,8,"0,00","0,00","0,00", ,0,
11/4/2020,1,9,"0,92","0,31","0,63", ,5,
11/4/2020,1,10,"0,91","0,55","0,80", ,11,
11/4/2020,1,11,"0,00","0,00","0,00", ,0,
11/4/2020,1,12,"0,00","0,00","0,00", ,0,
11/4/2020,1,13,"0,00","0,00","0,00", ,0,
11/4/2020,1,14,"0,00","0,00","0,00", ,0,
11/4/2020,1,15,"0,00","0,00","0,00", ,0,
11/4/2020,1,16,"0,00","0,00","0,00", ,0,
11/4/2020,1,1,"0,68","0,10","0,69", ,7,
11/4/2020,1,2,"0,56","0,51","0,60",1,9,
11/4/2020,1,3,"0,26","0,28","0,41", ,1,
11/4/2020,1,4,"0,50","0,27","0,50", ,7,
11/4/2020,1,5,"0,70","0,60","0,91", ,11,
11/4/2020,1,6,"0,40","0,26","0,48", ,1,
11/4/2020,1,7,"0,40","0,26","0,54", ,1,
11/4/2020,1,8,"0,63","0,39","0,65", ,5,
11/4/2020,1,9,"0,00","0,00","0,00", ,0,
11/4/2020,1,10,"0,79","0,33","0,53", ,2,
11/4/2020,1,11,"0,38","0,26","0,51", ,1,
11/4/2020,1,12,"0,00","0,00","0,00", ,0,
11/4/2020,1,13,"0,00","0,00","0,00", ,0,
11/4/2020,1,14,"0,00","0,00","0,00", ,0,
11/4/2020,1,15,"0,00","0,00","0,00", ,0,
11/4/2020,1,16,"0,00","0,00","0,00", ,0,
11/4/2020,1,1,"0,00","0,00","0,00", ,0,
11/4/2020,1,2,"0,00","0,00","0,00", ,0,
11/4/2020,1,3,"0,00","0,00","0,00", ,0,
11/4/2020,1,4,"0,00","0,00","0,00", ,0,
11/4/2020,1,5,"0,00","0,00","0,00", ,0,
11/4/2020,1,6,"0,00","0,00","0,00", ,0,
11/4/2020,1,7,"0,00","0,00","0,00", ,0,
11/4/2020,1,8,"0,00","0,00","0,00", ,0,
11/4/2020,1,9,"0,00","0,00","0,00", ,0,
11/4/2020,1,10,"0,00","0,00","0,00", ,0,
11/4/2020,1,11,"0,00","0,00","0,00", ,0,
11/4/2020,1,12,"0,00","0,00","0,00", ,0,
11/4/2020,1,13,"0,00","0,00","0,00", ,0,
11/4/2020,1,14,"0,00","0,00","0,00", ,0,
11/4/2020,1,15,"0,00","0,00","0,00", ,0,
11/4/2020,1,16,"0,00","0,00","0,00", ,0,"174,00"
11/11/2020,1,1,"0,45","0,10","0,66", ,7,
11/11/2020,1,2,"0,44","0,49","0,60", ,7,
11/11/2020,1,3,"0,26","0,30","0,45", ,3,
11/11/2020,1,4,"0,26","0,21","0,40", ,3,
11/11/2020,1,5,"0,26","0,22","0,49", ,2,
11/11/2020,1,6,"0,00","0,00","0,00", ,0,
11/11/2020,1,7,"0,45","0,40","0,63", ,8,
11/11/2020,1,8,"0,68","0,54","0,95",1,11,
11/11/2020,1,9,"0,26","0,22","0,49", ,4,
11/11/2020,1,10,"0,00","0,00","0,00", ,0,
11/11/2020,1,11,"0,07","0,01","0,33", ,1,
11/11/2020,1,12,"0,00","0,00","0,00", ,0,
11/11/2020,1,13,"0,00","0,00","0,00", ,0,
11/11/2020,1,14,"0,00","0,00","0,00", ,0,
11/11/2020,1,15,"0,00","0,00","0,00", ,0,
11/11/2020,1,16,"0,00","0,00","0,00", ,0,
11/11/2020,1,1,"0,54","0,16","0,71", ,10,
11/11/2020,1,2,"0,08","0,07","0,22", ,2,
11/11/2020,1,3,"0,00","0,03","0,12", ,1,
11/11/2020,1,4,"0,00","0,00","0,00", ,0,
11/11/2020,1,5,"0,63","0,57","0,79",1,11,
11/11/2020,1,6,"0,55","0,49","1,01", ,10,
11/11/2020,1,7,"0,27","0,38","0,48", ,5,
11/11/2020,1,8,"0,00","0,00","0,00", ,0,
11/11/2020,1,9,"0,20","0,22","0,46", ,2,
11/11/2020,1,10,"0,00","0,00","0,00", ,0,
11/11/2020,1,11,"0,00","0,00","0,00", ,0,
11/11/2020,1,12,"0,43","0,33","0,69", ,9,
11/11/2020,1,13,"0,00","0,00","0,00", ,0,
11/11/2020,1,14,"0,00","0,00","0,00", ,0,
11/11/2020,1,15,"0,00","0,00","0,00", ,0,
11/11/2020,1,16,"0,00","0,00","0,00", ,0,
11/11/2020,1,1,"0,00","0,00","0,00", ,0,
11/11/2020,1,2,"0,41","0,59","0,77",1,11,
11/11/2020,1,3,"0,14","0,34","0,48", ,5,
11/11/2020,1,4,"0,00","0,10","0,20", ,1,
11/11/2020,1,5,"0,23","0,30","0,72", ,9,
11/11/2020,1,6,"0,06","0,29","0,58", ,4,
11/11/2020,1,7,"0,00","0,25","0,40", ,2,
11/11/2020,1,8,"0,18","0,24","0,61", ,8,
11/11/2020,1,9,"0,00","0,00","0,00", ,0,
11/11/2020,1,10,"0,00","0,01","0,21", ,1,
11/11/2020,1,11,"0,00","0,21","0,30", ,2,
11/11/2020,1,12,"0,17","0,31","0,60", ,7,
11/11/2020,1,13,"0,00","0,00","0,00", ,0,
11/11/2020,1,14,"0,00","0,00","0,00", ,0,
11/11/2020,1,15,"0,00","0,00","0,00", ,0,
11/11/2020,1,16,"0,00","0,00","0,00", ,0,
11/11/2020,1,1,"0,28","0,10","0,44", ,7,
11/11/2020,1,2,"0,62","0,59","0,80",1,11,
11/11/2020,1,3,"0,00","0,00","0,00", ,0,
